csv_row	parliament_year	motion_path	exact_match	precision	recall	f1	true_positives	false_positives	false_negatives	gold_signee_count	xml_predicted_signee_count	miss_rate	coverage	extra_rate	gold_ids	xml_predicted_ids	true_positive_ids	false_positive_ids	false_negative_ids	xml_body_ids	xml_metadata_ids	body_metadata_agree	signature_item_count	unknown_signature_count	missing_who_count	non_swerik_who_values	metadata_placeholder_count	metadata_non_swerik_values	xml_read_error	motion
62	1887	data/1887/mot-1887-janmar-ak--00024.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-9hGKtwhDVvJSEkq4CXz1ii	i-9hGKtwhDVvJSEkq4CXz1ii	i-9hGKtwhDVvJSEkq4CXz1ii			i-9hGKtwhDVvJSEkq4CXz1ii		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-janmar-ak--00024.xml
63	1887	data/1887/mot-1887-janmar-ak--00131.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-25EEgWidbVVQMzbXZMgAXZ				i-25EEgWidbVVQMzbXZMgAXZ			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-janmar-ak--00131.xml
64	1887	data/1887/mot-1887-majjul-ak--00026.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-M3ZXFztHLDDpAd9W9omcqs				i-M3ZXFztHLDDpAd9W9omcqs			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-majjul-ak--00026.xml
65	1888	data/1888/mot-1888--ak--00024.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-QfeDyZ27DQmH17bsjAZDYK	i-QfeDyZ27DQmH17bsjAZDYK	i-QfeDyZ27DQmH17bsjAZDYK			i-QfeDyZ27DQmH17bsjAZDYK		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1888/mot-1888--ak--00024.xml
66	1888	data/1888/mot-1888--ak--00142.xml	False	1.0	0.6666666666666666	0.8	4	0	2	6	4	0.3333333333333333	0.6666666666666666	0.0	i-2gFz918CyUZkTuGwyS9VJt; i-4Ccm565qW4Wb9cJczxcvaC; i-JJfxL8iy6S3cbrc3sTmdRE; i-Ru4m7PwPngedWP65bhXJgu; i-Sy81b3ig3xaNxXhrHU6mdJ; i-VuLqMbgdBDWY874zTU3wuB	i-2gFz918CyUZkTuGwyS9VJt; i-4Ccm565qW4Wb9cJczxcvaC; i-JJfxL8iy6S3cbrc3sTmdRE; i-VuLqMbgdBDWY874zTU3wuB	i-2gFz918CyUZkTuGwyS9VJt; i-4Ccm565qW4Wb9cJczxcvaC; i-JJfxL8iy6S3cbrc3sTmdRE; i-VuLqMbgdBDWY874zTU3wuB		i-Ru4m7PwPngedWP65bhXJgu; i-Sy81b3ig3xaNxXhrHU6mdJ	i-2gFz918CyUZkTuGwyS9VJt; i-4Ccm565qW4Wb9cJczxcvaC; i-JJfxL8iy6S3cbrc3sTmdRE; i-VuLqMbgdBDWY874zTU3wuB		False	6	2	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1888/mot-1888--ak--00142.xml
67	1888	data/1888/mot-1888--ak--00157.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-bAkDtRbC4qwseLUQ1m5S3	i-bAkDtRbC4qwseLUQ1m5S3	i-bAkDtRbC4qwseLUQ1m5S3			i-bAkDtRbC4qwseLUQ1m5S3		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1888/mot-1888--ak--00157.xml
68	1889	data/1889/mot-1889--ak--00029.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-9wYeeuP3RWB6bA1svcTBE	i-9wYeeuP3RWB6bA1svcTBE	i-9wYeeuP3RWB6bA1svcTBE			i-9wYeeuP3RWB6bA1svcTBE		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1889/mot-1889--ak--00029.xml
69	1889	data/1889/mot-1889--ak--00139.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-XGV9WC6oL1KU2HeBs1bLQi	i-XGV9WC6oL1KU2HeBs1bLQi	i-XGV9WC6oL1KU2HeBs1bLQi			i-XGV9WC6oL1KU2HeBs1bLQi		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1889/mot-1889--ak--00139.xml
70	1889	data/1889/mot-1889--fk--00050.xml	False	0.5	1.0	0.6666666666666666	1	1	0	1	2	0.0	1.0	0.5	i-Y9YbqDh3YmC3zyXjWiT1re	i-LkZi3hQne6xsLtDL597mit; i-Y9YbqDh3YmC3zyXjWiT1re	i-Y9YbqDh3YmC3zyXjWiT1re	i-LkZi3hQne6xsLtDL597mit		i-LkZi3hQne6xsLtDL597mit; i-Y9YbqDh3YmC3zyXjWiT1re		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1889/mot-1889--fk--00050.xml
71	1890	data/1890/mot-1890--ak--00043.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-2VZTfC47GBddiryCh2CpHE	i-2VZTfC47GBddiryCh2CpHE	i-2VZTfC47GBddiryCh2CpHE			i-2VZTfC47GBddiryCh2CpHE		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00043.xml
72	1890	data/1890/mot-1890--ak--00045.xml	False	0.0	0.0	0.0	0	0	4	4	0	1.0	0.0	0.0	i-2QcpwTvuvuHLaCWaSG33nF; i-8pbX6LRKzxvUdbXMazCxto; i-Ao65QGy15CSfY5Bs93ui2H; i-BpjQbCyD87dfhoTPHChrGZ				i-2QcpwTvuvuHLaCWaSG33nF; i-8pbX6LRKzxvUdbXMazCxto; i-Ao65QGy15CSfY5Bs93ui2H; i-BpjQbCyD87dfhoTPHChrGZ			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00045.xml
73	1890	data/1890/mot-1890--ak--00214.xml	False	0.0	0.0	0.0	0	0	2	2	0	1.0	0.0	0.0	i-DtUBL4PhS8MGp9QnAiAJc7; i-Jux87Y67Kxg3c73zqd7Xud				i-DtUBL4PhS8MGp9QnAiAJc7; i-Jux87Y67Kxg3c73zqd7Xud			True	0	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00214.xml
74	1891	data/1891/mot-1891--ak--00046.xml	False	0.0	0.0	0.0	0	0	37	37	0	1.0	0.0	0.0	i-2ASB6DoU1XW9sV8ZGbcxey; i-2VZTfC47GBddiryCh2CpHE; i-5Yh6HBknHoPtKFgLtpMaDp; i-6GAocgVxQ6jiDDMLZHLu3d; i-6nb5Nksypt5HiLFAGwZTw3; i-7DD9UiYqJkTfq9tkRcCA2k; i-831weVJUgdkHmNJ3qar1qk; i-8pbX6LRKzxvUdbXMazCxto; i-9wuGFV27d4wT614qHyapco; i-Ao65QGy15CSfY5Bs93ui2H; i-B1SwupwM9QjXTLJUdzWAMP; i-BqxiGcrvRSyw7vSVD9ghzT; i-CFgTG42GDu6i8infTbEfdz; i-CPfUdQUFStbLWNfMwcYqBw; i-CRg57QyeX8aiXhez3Dk7Ai; i-CvE9G8tRKYnVxdnpwQtaEa; i-CyRoxEq2KbDs42MtkNnNiv; i-DaGNzDugnyRMkYYfAo2AZy; i-ERiVJNFmpgUdsS9YuT6kpg; i-ESAm1DKfv3KraeQ1CSiwmq; i-Hyqvgdf3ZjCXhRaGtAsh5V; i-JSD38mWT7YyULoZeavmfbP; i-Jux87Y67Kxg3c73zqd7Xud; i-LQv7xeJqieeAUann5fmxiL; i-LZdMKNSEVGNKsWS2UasAi3; i-M3ZXFztHLDDpAd9W9omcqs; i-M8iT3fNaEahQCDyU7KD4Xo; i-N6Keb2NhChtqLkNGdsJVHC; i-PPQzQpjxJgK9T8oVftkuFD; i-Q9NZspFD2eAfFJcRFPWqM; i-StedJdxnLqw4NbNmZQ7ibE; i-TYTRLcvnTBCfR2iBbM2cHU; i-UoV3vX6cKBePnhvLmRZwB; i-Xb3C5Vr1Nuk3LEZVCSNSgM; i-Xdy8t5sLfraMuoGMNLMKVs; i-Xe7y1HUKo3cwvjoGKibVwZ; i-YazX28KdBe9qGR8fKzRszT				i-2ASB6DoU1XW9sV8ZGbcxey; i-2VZTfC47GBddiryCh2CpHE; i-5Yh6HBknHoPtKFgLtpMaDp; i-6GAocgVxQ6jiDDMLZHLu3d; i-6nb5Nksypt5HiLFAGwZTw3; i-7DD9UiYqJkTfq9tkRcCA2k; i-831weVJUgdkHmNJ3qar1qk; i-8pbX6LRKzxvUdbXMazCxto; i-9wuGFV27d4wT614qHyapco; i-Ao65QGy15CSfY5Bs93ui2H; i-B1SwupwM9QjXTLJUdzWAMP; i-BqxiGcrvRSyw7vSVD9ghzT; i-CFgTG42GDu6i8infTbEfdz; i-CPfUdQUFStbLWNfMwcYqBw; i-CRg57QyeX8aiXhez3Dk7Ai; i-CvE9G8tRKYnVxdnpwQtaEa; i-CyRoxEq2KbDs42MtkNnNiv; i-DaGNzDugnyRMkYYfAo2AZy; i-ERiVJNFmpgUdsS9YuT6kpg; i-ESAm1DKfv3KraeQ1CSiwmq; i-Hyqvgdf3ZjCXhRaGtAsh5V; i-JSD38mWT7YyULoZeavmfbP; i-Jux87Y67Kxg3c73zqd7Xud; i-LQv7xeJqieeAUann5fmxiL; i-LZdMKNSEVGNKsWS2UasAi3; i-M3ZXFztHLDDpAd9W9omcqs; i-M8iT3fNaEahQCDyU7KD4Xo; i-N6Keb2NhChtqLkNGdsJVHC; i-PPQzQpjxJgK9T8oVftkuFD; i-Q9NZspFD2eAfFJcRFPWqM; i-StedJdxnLqw4NbNmZQ7ibE; i-TYTRLcvnTBCfR2iBbM2cHU; i-UoV3vX6cKBePnhvLmRZwB; i-Xb3C5Vr1Nuk3LEZVCSNSgM; i-Xdy8t5sLfraMuoGMNLMKVs; i-Xe7y1HUKo3cwvjoGKibVwZ; i-YazX28KdBe9qGR8fKzRszT			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00046.xml
75	1891	data/1891/mot-1891--ak--00184.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-N6Keb2NhChtqLkNGdsJVHC				i-N6Keb2NhChtqLkNGdsJVHC			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00184.xml
76	1891	data/1891/mot-1891--ak--00186.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-UoV3vX6cKBePnhvLmRZwB				i-UoV3vX6cKBePnhvLmRZwB			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00186.xml
77	1892	data/1892/mot-1892--ak--00075.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-RsWf3KiYWHHJuK6ijo9Gta				i-RsWf3KiYWHHJuK6ijo9Gta			True	2	2	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892--ak--00075.xml
78	1892	data/1892/mot-1892--ak--00091.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-6GAocgVxQ6jiDDMLZHLu3d				i-6GAocgVxQ6jiDDMLZHLu3d			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892--ak--00091.xml
79	1892	data/1892/mot-1892-urtima-fk--00002.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-PZo61ze3oe2bePYTHaDHM9				i-PZo61ze3oe2bePYTHaDHM9			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892-urtima-fk--00002.xml
80	1893	data/1893/mot-1893--ak--00096.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-NG4dqakBciKkUVzvvpPCRD	i-NG4dqakBciKkUVzvvpPCRD	i-NG4dqakBciKkUVzvvpPCRD			i-NG4dqakBciKkUVzvvpPCRD		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00096.xml
81	1893	data/1893/mot-1893--ak--00115.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-9wYeeuP3RWB6bA1svcTBE	i-9wYeeuP3RWB6bA1svcTBE	i-9wYeeuP3RWB6bA1svcTBE			i-9wYeeuP3RWB6bA1svcTBE		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00115.xml
82	1893	data/1893/mot-1893--ak--00126.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-LzAkAb8hM4738RATfMA7Wt				i-LzAkAb8hM4738RATfMA7Wt			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00126.xml
83	1894	data/1894/mot-1894--ak--00016.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-LUnWpAjcsRaRqb78mxeJ15				i-LUnWpAjcsRaRqb78mxeJ15			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--ak--00016.xml
84	1894	data/1894/mot-1894--ak--00170.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-KtG9MZoKix4XYo4sC4WsUP				i-KtG9MZoKix4XYo4sC4WsUP			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--ak--00170.xml
85	1894	data/1894/mot-1894--fk--00024.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-4iBnzT9pgjryrkk1UYbDxL	i-4iBnzT9pgjryrkk1UYbDxL	i-4iBnzT9pgjryrkk1UYbDxL			i-4iBnzT9pgjryrkk1UYbDxL		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--fk--00024.xml
86	1895	data/1895/mot-1895--ak--00052.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-LtZe8xTn1FKuPsNEDJNrJH	i-LtZe8xTn1FKuPsNEDJNrJH	i-LtZe8xTn1FKuPsNEDJNrJH			i-LtZe8xTn1FKuPsNEDJNrJH		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--ak--00052.xml
87	1895	data/1895/mot-1895--ak--00112.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-SEL9qX8ssVyxUpVEo1ZveN				i-SEL9qX8ssVyxUpVEo1ZveN			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--ak--00112.xml
88	1895	data/1895/mot-1895--fk--00046.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-Cx7GhXwo6MUkSvgCyM6F5m	i-Cx7GhXwo6MUkSvgCyM6F5m	i-Cx7GhXwo6MUkSvgCyM6F5m			i-Cx7GhXwo6MUkSvgCyM6F5m		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--fk--00046.xml
89	1896	data/1896/mot-1896--ak--00071.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-3FSs4wVDP5BUGhdcBZEhUo	i-3FSs4wVDP5BUGhdcBZEhUo	i-3FSs4wVDP5BUGhdcBZEhUo			i-3FSs4wVDP5BUGhdcBZEhUo		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00071.xml
90	1896	data/1896/mot-1896--ak--00134.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-J3DRDw3b8mFwSVN8fgx2DS				i-J3DRDw3b8mFwSVN8fgx2DS			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00134.xml
91	1896	data/1896/mot-1896--ak--00174.xml	False	0.0	0.0	0.0	0	0	4	4	0	1.0	0.0	0.0	i-2kLR1QFBRK4TzA8EaYwdB4; i-ESAm1DKfv3KraeQ1CSiwmq; i-EpGkoMNMbkRJY15jN8HtRn; i-LzAkAb8hM4738RATfMA7Wt				i-2kLR1QFBRK4TzA8EaYwdB4; i-ESAm1DKfv3KraeQ1CSiwmq; i-EpGkoMNMbkRJY15jN8HtRn; i-LzAkAb8hM4738RATfMA7Wt			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00174.xml
92	1897	data/1897/mot-1897--ak--00104.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-2gFz918CyUZkTuGwyS9VJt				i-2gFz918CyUZkTuGwyS9VJt			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--ak--00104.xml
93	1897	data/1897/mot-1897--fk--00011.xml	False	0.5	1.0	0.6666666666666666	1	1	0	1	2	0.0	1.0	0.5	i-PNvieUM2GWTgmE61U6djzk	i-DywAEYAUc8R6SgTtVB1Yyw; i-PNvieUM2GWTgmE61U6djzk	i-PNvieUM2GWTgmE61U6djzk	i-DywAEYAUc8R6SgTtVB1Yyw		i-DywAEYAUc8R6SgTtVB1Yyw; i-PNvieUM2GWTgmE61U6djzk		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--fk--00011.xml
94	1897	data/1897/mot-1897--fk--00018.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-8dhXgrUShJSTmoPcB9FfMi				i-8dhXgrUShJSTmoPcB9FfMi			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--fk--00018.xml
95	1898	data/1898/mot-1898--ak--00053.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-L2Qzee4DnAx8NzP6BEnAFg				i-L2Qzee4DnAx8NzP6BEnAFg			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00053.xml
96	1898	data/1898/mot-1898--ak--00108.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-4U8pJUccpdMTNKnRBaLNRn	i-4U8pJUccpdMTNKnRBaLNRn	i-4U8pJUccpdMTNKnRBaLNRn			i-4U8pJUccpdMTNKnRBaLNRn		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00108.xml
97	1898	data/1898/mot-1898--ak--00138.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-EpkJAsCf15osmWnpEQgYvg				i-EpkJAsCf15osmWnpEQgYvg			True	0	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00138.xml
98	1899	data/1899/mot-1899--ak--00056.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-7qvitSSN8gQ1uzg5iwWjD9				i-7qvitSSN8gQ1uzg5iwWjD9			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00056.xml
99	1899	data/1899/mot-1899--ak--00211.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-N3Bh5ViRWqhFm6dVGLEieJ	i-N3Bh5ViRWqhFm6dVGLEieJ	i-N3Bh5ViRWqhFm6dVGLEieJ			i-N3Bh5ViRWqhFm6dVGLEieJ		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00211.xml
100	1899	data/1899/mot-1899--ak--00241.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-BCZWbGeLzeuFhF8y3gEaZo	i-BCZWbGeLzeuFhF8y3gEaZo	i-BCZWbGeLzeuFhF8y3gEaZo			i-BCZWbGeLzeuFhF8y3gEaZo		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00241.xml
101	1900	data/1900/mot-1900--ak--00054.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-L8igD41spNvbEjshjG3znh	i-L8igD41spNvbEjshjG3znh	i-L8igD41spNvbEjshjG3znh			i-L8igD41spNvbEjshjG3znh		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00054.xml
102	1900	data/1900/mot-1900--ak--00130.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-dppNpPyX1pBND8b8JcCpo	i-dppNpPyX1pBND8b8JcCpo	i-dppNpPyX1pBND8b8JcCpo			i-dppNpPyX1pBND8b8JcCpo		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00130.xml
103	1900	data/1900/mot-1900--ak--00151.xml	False	0.8888888888888888	0.5714285714285714	0.6956521739130435	8	1	6	14	9	0.42857142857142855	0.5714285714285714	0.1111111111111111	i-2ajxL1uZzxQsvJXngW96hD; i-3FXDiNFhMaD2xtLwqRVLbs; i-5wWRJAXfVgvuneH3sdAR6w; i-6WG5sy3umvRtHKftBHDXCs; i-8PVe98F8qyBcQbdgnawnR4; i-CJrCTNjx52Xn65aijhiykK; i-GbhiuQPNmKizBowZVk5os8; i-JEgc1aAvpjdwHjnsG3nTk5; i-M3KsriBtBmH4v2DUpjuGUU; i-R9MyGXJGkxUW6BDGZnaPCF; i-S5mRUGGT3RXeRgMjsKf4P4; i-Shx8s54ySb2pPVzcDRXmxN; i-SuBtdXciX6FHNe1ctVkGSc; i-X7kXqhE1n1PkiMA2ijiw2b	i-2ajxL1uZzxQsvJXngW96hD; i-3FXDiNFhMaD2xtLwqRVLbs; i-8PVe98F8qyBcQbdgnawnR4; i-CJrCTNjx52Xn65aijhiykK; i-GbhiuQPNmKizBowZVk5os8; i-R9MyGXJGkxUW6BDGZnaPCF; i-Shx8s54ySb2pPVzcDRXmxN; i-SuBtdXciX6FHNe1ctVkGSc; i-TacmzADgTQdMWZvbdHxmSf	i-2ajxL1uZzxQsvJXngW96hD; i-3FXDiNFhMaD2xtLwqRVLbs; i-8PVe98F8qyBcQbdgnawnR4; i-CJrCTNjx52Xn65aijhiykK; i-GbhiuQPNmKizBowZVk5os8; i-R9MyGXJGkxUW6BDGZnaPCF; i-Shx8s54ySb2pPVzcDRXmxN; i-SuBtdXciX6FHNe1ctVkGSc	i-TacmzADgTQdMWZvbdHxmSf	i-5wWRJAXfVgvuneH3sdAR6w; i-6WG5sy3umvRtHKftBHDXCs; i-JEgc1aAvpjdwHjnsG3nTk5; i-M3KsriBtBmH4v2DUpjuGUU; i-S5mRUGGT3RXeRgMjsKf4P4; i-X7kXqhE1n1PkiMA2ijiw2b	i-2ajxL1uZzxQsvJXngW96hD; i-3FXDiNFhMaD2xtLwqRVLbs; i-8PVe98F8qyBcQbdgnawnR4; i-CJrCTNjx52Xn65aijhiykK; i-GbhiuQPNmKizBowZVk5os8; i-R9MyGXJGkxUW6BDGZnaPCF; i-Shx8s54ySb2pPVzcDRXmxN; i-SuBtdXciX6FHNe1ctVkGSc; i-TacmzADgTQdMWZvbdHxmSf		False	14	5	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00151.xml
104	1901	data/1901/mot-1901--ak--00125.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-VM3kn4h4mTkLoFpEyrhy5t	i-VM3kn4h4mTkLoFpEyrhy5t	i-VM3kn4h4mTkLoFpEyrhy5t			i-VM3kn4h4mTkLoFpEyrhy5t		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00125.xml
105	1901	data/1901/mot-1901--ak--00166.xml	False	0.0	0.0	0.0	0	0	1	1	0	1.0	0.0	0.0	i-MAQEcZ126HmopwZCi53wi2				i-MAQEcZ126HmopwZCi53wi2			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00166.xml
106	1901	data/1901/mot-1901--ak--00175.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-Qdz4d8Ykv3zsRZVZxrcte1	i-Qdz4d8Ykv3zsRZVZxrcte1	i-Qdz4d8Ykv3zsRZVZxrcte1			i-Qdz4d8Ykv3zsRZVZxrcte1		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00175.xml
107	1902	data/1902/mot-1902--ak--00007.xml	False	0.0	0.0	0.0	0	1	1	1	1	1.0	0.0	1.0	i-9My6zQNwR987YADn41a1Q6	i-E92rgqKkvM4kNk9eGmN4Vz		i-E92rgqKkvM4kNk9eGmN4Vz	i-9My6zQNwR987YADn41a1Q6	i-E92rgqKkvM4kNk9eGmN4Vz		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00007.xml
108	1902	data/1902/mot-1902--ak--00059.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-CMeN1LMPs7fPYY5k3Y79z4	i-CMeN1LMPs7fPYY5k3Y79z4	i-CMeN1LMPs7fPYY5k3Y79z4			i-CMeN1LMPs7fPYY5k3Y79z4		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00059.xml
109	1903	data/1903/mot-1903--ak--00055.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-KfhionKEV1mdEwMpzxVxcN	i-KfhionKEV1mdEwMpzxVxcN	i-KfhionKEV1mdEwMpzxVxcN			i-KfhionKEV1mdEwMpzxVxcN		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00055.xml
110	1903	data/1903/mot-1903--ak--00064.xml	False	0.5	1.0	0.6666666666666666	1	1	0	1	2	0.0	1.0	0.5	i-WJFUxfoH9MxRGxnHzAMK9D	i-3AJzwm9j6UU8XMvjBy9XjF; i-WJFUxfoH9MxRGxnHzAMK9D	i-WJFUxfoH9MxRGxnHzAMK9D	i-3AJzwm9j6UU8XMvjBy9XjF		i-3AJzwm9j6UU8XMvjBy9XjF; i-WJFUxfoH9MxRGxnHzAMK9D		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00064.xml
111	1903	data/1903/mot-1903--ak--00101.xml	False	0.0	0.0	0.0	0	0	4	4	0	1.0	0.0	0.0	i-2ASB6DoU1XW9sV8ZGbcxey; i-KLVdWuEH3iyC7Ws5pZeVNK; i-PPQzQpjxJgK9T8oVftkuFD; i-StedJdxnLqw4NbNmZQ7ibE				i-2ASB6DoU1XW9sV8ZGbcxey; i-KLVdWuEH3iyC7Ws5pZeVNK; i-PPQzQpjxJgK9T8oVftkuFD; i-StedJdxnLqw4NbNmZQ7ibE			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00101.xml
